Date,scientist,rep,primary,secondary_dose,vial,day,status,alive3,X0.hour,X10.hour,log10_10hour,bin_primary,bin_alive3
6/3/2019,Abby,I,01_PBS,0.01,5,4,1,TRUE,216,158000,5.198657,0,1
6/3/2019,Abby,I,01_PBS,0.01,5,7,0,TRUE,216,158000,5.198657,0,1
6/3/2019,Abby,I,01_PBS,0.01,5,7,0,TRUE,216,158000,5.198657,0,1
6/3/2019,Abby,I,01_PBS,0.01,6,1,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,6,1,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,6,1,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,6,1,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,6,1,1,FALSE,216,158000,5.198657,0,0
6/3/2019,Abby,I,01_PBS,0.01,6,7,1,TRUE,216,158000,5.198657,0,1
6/3/2019,Abby,I,01_PBS,0.01,6,7,0,TRUE,216,158000,5.198657,0,1
6/3/2019,Abby,I,01_PBS,0.1,7,1,1,FALSE,2083,755333.3,5.878139,0,0
